iso_3166_1_alpha_3,iso_3166_1_alpha_2,new_confirmed,cumulative_confirmed,date,alpha_3_code,ptdate,stringency_index,country_region_code,mobilitydate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
NPL,NP,0,5,2020-02-22,NPL,2020-02-22,16.67,NP,2020-02-22,4,6,0,1,2,0
NPL,NP,0,5,2020-02-23,NPL,2020-02-23,16.67,NP,2020-02-23,6,8,3,7,10,0
NPL,NP,0,5,2020-02-24,NPL,2020-02-24,16.67,NP,2020-02-24,3,5,0,4,6,0
NPL,NP,0,5,2020-02-25,NPL,2020-02-25,16.67,NP,2020-02-25,1,0,-3,2,5,0
NPL,NP,0,5,2020-02-26,NPL,2020-02-26,16.67,NP,2020-02-26,1,1,-5,2,-6,1
NPL,NP,0,5,2020-02-27,NPL,2020-02-27,16.67,NP,2020-02-27,6,6,3,6,7,0
NPL,NP,0,5,2020-02-28,NPL,2020-02-28,16.67,NP,2020-02-28,4,6,4,8,8,-1
NPL,NP,0,5,2020-02-29,NPL,2020-02-29,16.67,NP,2020-02-29,6,5,3,4,6,0
NPL,NP,0,5,2020-03-01,NPL,2020-03-01,22.22,NP,2020-03-01,6,7,1,7,11,0
NPL,NP,0,5,2020-03-02,NPL,2020-03-02,22.22,NP,2020-03-02,4,4,0,6,6,0
NPL,NP,0,5,2020-03-03,NPL,2020-03-03,22.22,NP,2020-03-03,4,3,1,2,6,0
NPL,NP,0,5,2020-03-04,NPL,2020-03-04,22.22,NP,2020-03-04,4,9,1,5,5,0
NPL,NP,0,5,2020-03-05,NPL,2020-03-05,22.22,NP,2020-03-05,5,13,2,7,12,0
NPL,NP,0,5,2020-03-06,NPL,2020-03-06,22.22,NP,2020-03-06,5,10,1,10,9,-1
NPL,NP,0,5,2020-03-07,NPL,2020-03-07,22.22,NP,2020-03-07,-3,2,-9,-2,4,2
NPL,NP,0,5,2020-03-08,NPL,2020-03-08,22.22,NP,2020-03-08,7,11,8,5,-16,2
NPL,NP,0,5,2020-03-09,NPL,2020-03-09,22.22,NP,2020-03-09,-12,-11,14,-6,-43,7
NPL,NP,0,5,2020-03-10,NPL,2020-03-10,22.22,NP,2020-03-10,-3,0,5,-5,-17,2
NPL,NP,0,5,2020-03-11,NPL,2020-03-11,22.22,NP,2020-03-11,2,4,1,2,-3,0
NPL,NP,0,5,2020-03-12,NPL,2020-03-12,22.22,NP,2020-03-12,2,5,1,2,8,0
NPL,NP,0,5,2020-03-13,NPL,2020-03-13,22.22,NP,2020-03-13,-4,0,-6,-2,8,2
NPL,NP,0,5,2020-03-14,NPL,2020-03-14,22.22,NP,2020-03-14,-7,0,-6,-5,12,3
NPL,NP,0,5,2020-03-15,NPL,2020-03-15,22.22,NP,2020-03-15,0,5,-2,0,11,2
NPL,NP,0,5,2020-03-16,NPL,2020-03-16,22.22,NP,2020-03-16,0,5,-2,0,8,1
NPL,NP,0,5,2020-03-17,NPL,2020-03-17,22.22,NP,2020-03-17,-2,3,-2,-2,6,2
NPL,NP,0,5,2020-03-18,NPL,2020-03-18,36.11,NP,2020-03-18,1,9,-2,2,5,1
NPL,NP,0,5,2020-03-19,NPL,2020-03-19,47.22,NP,2020-03-19,0,14,1,4,4,3
NPL,NP,0,5,2020-03-20,NPL,2020-03-20,58.33,NP,2020-03-20,-5,11,-4,3,-3,4
NPL,NP,0,5,2020-03-21,NPL,2020-03-21,58.33,NP,2020-03-21,-18,4,-14,-2,0,4
NPL,NP,0,5,2020-03-22,NPL,2020-03-22,78.7,NP,2020-03-22,-20,-4,-14,-8,-14,6
NPL,NP,-3,2,2020-03-23,NPL,2020-03-23,83.33,NP,2020-03-23,-33,-10,-19,-25,-30,9
NPL,NP,0,2,2020-03-24,NPL,2020-03-24,96.3,NP,2020-03-24,-71,-61,-47,-63,-70,22
NPL,NP,1,3,2020-03-25,NPL,2020-03-25,96.3,NP,2020-03-25,-76,-66,-52,-70,-74,25
NPL,NP,0,3,2020-03-26,NPL,2020-03-26,96.3,NP,2020-03-26,-77,-68,-52,-73,-74,27
NPL,NP,0,3,2020-03-27,NPL,2020-03-27,96.3,NP,2020-03-27,-78,-68,-54,-73,-74,28
NPL,NP,2,5,2020-03-28,NPL,2020-03-28,96.3,NP,2020-03-28,-77,-69,-55,-72,-54,22
NPL,NP,0,5,2020-03-29,NPL,2020-03-29,96.3,NP,2020-03-29,-78,-69,-55,-74,-72,28
NPL,NP,0,5,2020-03-30,NPL,2020-03-30,96.3,NP,2020-03-30,-77,-68,-53,-73,-74,26
NPL,NP,0,5,2020-03-31,NPL,2020-03-31,96.3,NP,2020-03-31,-77,-69,-52,-73,-74,26
NPL,NP,0,5,2020-04-01,NPL,2020-04-01,96.3,NP,2020-04-01,-77,-68,-53,-72,-73,25
NPL,NP,1,6,2020-04-02,NPL,2020-04-02,96.3,NP,2020-04-02,-77,-69,-52,-73,-72,26
NPL,NP,0,6,2020-04-03,NPL,2020-04-03,96.3,NP,2020-04-03,-77,-67,-52,-72,-71,27
NPL,NP,3,9,2020-04-04,NPL,2020-04-04,96.3,NP,2020-04-04,-75,-67,-55,-71,-50,21
NPL,NP,0,9,2020-04-05,NPL,2020-04-05,96.3,NP,2020-04-05,-76,-68,-54,-73,-69,27
NPL,NP,0,9,2020-04-06,NPL,2020-04-06,96.3,NP,2020-04-06,-76,-67,-52,-72,-72,26
NPL,NP,0,9,2020-04-07,NPL,2020-04-07,96.3,NP,2020-04-07,-76,-65,-51,-71,-71,26
NPL,NP,0,9,2020-04-08,NPL,2020-04-08,96.3,NP,2020-04-08,-77,-66,-52,-71,-71,25
NPL,NP,0,9,2020-04-09,NPL,2020-04-09,96.3,NP,2020-04-09,-77,-66,-51,-71,-70,25
NPL,NP,0,9,2020-04-10,NPL,2020-04-10,96.3,NP,2020-04-10,-77,-66,-52,-70,-68,26
NPL,NP,3,12,2020-04-11,NPL,2020-04-11,96.3,NP,2020-04-11,-77,-68,-55,-71,-50,21
NPL,NP,2,14,2020-04-12,NPL,2020-04-12,96.3,NP,2020-04-12,-74,-63,-51,-69,-65,24
NPL,NP,2,16,2020-04-13,NPL,2020-04-13,96.3,NP,2020-04-13,-75,-64,-47,-69,-72,24
NPL,NP,0,16,2020-04-14,NPL,2020-04-14,96.3,NP,2020-04-14,-77,-68,-52,-72,-71,24
NPL,NP,0,16,2020-04-15,NPL,2020-04-15,96.3,NP,2020-04-15,-78,-68,-52,-72,-71,23
NPL,NP,0,16,2020-04-16,NPL,2020-04-16,96.3,NP,2020-04-16,-78,-68,-52,-73,-70,26
NPL,NP,14,30,2020-04-17,NPL,2020-04-17,96.3,NP,2020-04-17,-79,-66,-52,-72,-69,26
NPL,NP,1,31,2020-04-18,NPL,2020-04-18,96.3,NP,2020-04-18,-79,-70,-57,-74,-52,20
NPL,NP,0,31,2020-04-19,NPL,2020-04-19,96.3,NP,2020-04-19,-79,-67,-56,-73,-68,25
NPL,NP,1,32,2020-04-20,NPL,2020-04-20,96.3,NP,2020-04-20,-78,-66,-52,-71,-70,25
NPL,NP,10,42,2020-04-21,NPL,2020-04-21,96.3,NP,2020-04-21,-79,-68,-53,-73,-71,23
NPL,NP,3,45,2020-04-22,NPL,2020-04-22,96.3,NP,2020-04-22,-76,-62,-50,-68,-68,22
NPL,NP,3,48,2020-04-23,NPL,2020-04-23,96.3,NP,2020-04-23,-75,-62,-49,-67,-65,22
NPL,NP,1,49,2020-04-24,NPL,2020-04-24,96.3,NP,2020-04-24,-77,-64,-50,-70,-66,24
NPL,NP,2,51,2020-04-25,NPL,2020-04-25,96.3,NP,2020-04-25,-77,-66,-55,-71,-47,20
NPL,NP,1,52,2020-04-26,NPL,2020-04-26,96.3,NP,2020-04-26,-75,-62,-51,-69,-63,24
NPL,NP,0,52,2020-04-27,NPL,2020-04-27,96.3,NP,2020-04-27,-75,-61,-49,-68,-65,23
NPL,NP,5,57,2020-04-28,NPL,2020-04-28,96.3,NP,2020-04-28,-74,-60,-47,-67,-64,22
NPL,NP,0,57,2020-04-29,NPL,2020-04-29,96.3,NP,2020-04-29,-73,-59,-45,-65,-63,22
NPL,NP,2,59,2020-04-30,NPL,2020-04-30,96.3,NP,2020-04-30,-73,-59,-45,-65,-61,23
NPL,NP,0,59,2020-05-01,NPL,2020-05-01,96.3,NP,2020-05-01,-77,-64,-50,-69,-67,24
NPL,NP,10,69,2020-05-02,NPL,2020-05-02,96.3,NP,2020-05-02,-74,-62,-50,-67,-42,18
NPL,NP,6,75,2020-05-03,NPL,2020-05-03,96.3,NP,2020-05-03,-73,-59,-47,-66,-58,22
NPL,NP,7,82,2020-05-04,NPL,2020-05-04,96.3,NP,2020-05-04,-74,-61,-47,-67,-62,21
NPL,NP,17,99,2020-05-05,NPL,2020-05-05,96.3,NP,2020-05-05,-73,-60,-47,-66,-62,21
NPL,NP,0,99,2020-05-06,NPL,2020-05-06,96.3,NP,2020-05-06,-70,-55,-44,-61,-60,21
NPL,NP,3,102,2020-05-07,NPL,2020-05-07,92.59,NP,2020-05-07,-72,-58,-43,-63,-65,21
NPL,NP,7,109,2020-05-08,NPL,2020-05-08,92.59,NP,2020-05-08,-68,-50,-41,-57,-54,21
NPL,NP,1,110,2020-05-09,NPL,2020-05-09,92.59,NP,2020-05-09,-67,-52,-44,-58,-35,17
NPL,NP,11,121,2020-05-10,NPL,2020-05-10,92.59,NP,2020-05-10,-65,-48,-42,-57,-49,19
NPL,NP,70,191,2020-05-11,NPL,2020-05-11,92.59,NP,2020-05-11,-62,-44,-37,-53,-50,18
NPL,NP,52,243,2020-05-12,NPL,2020-05-12,92.59,NP,2020-05-12,-62,-43,-36,-52,-50,18
NPL,NP,6,249,2020-05-13,NPL,2020-05-13,92.59,NP,2020-05-13,-66,-48,-41,-57,-55,19
NPL,NP,9,258,2020-05-14,NPL,2020-05-14,92.59,NP,2020-05-14,-71,-56,-44,-63,-59,22
NPL,NP,23,281,2020-05-15,NPL,2020-05-15,92.59,NP,2020-05-15,-72,-56,-45,-63,-59,23
NPL,NP,14,295,2020-05-16,NPL,2020-05-16,92.59,NP,2020-05-16,-73,-60,-49,-65,-40,19
NPL,NP,62,357,2020-05-17,NPL,2020-05-17,92.59,NP,2020-05-17,-73,-59,-49,-66,-59,23
NPL,NP,45,402,2020-05-18,NPL,2020-05-18,92.59,NP,2020-05-18,-72,-58,-46,-65,-62,23
NPL,NP,25,427,2020-05-19,NPL,2020-05-19,92.59,NP,2020-05-19,-72,-58,-46,-65,-62,22
NPL,NP,27,454,2020-05-20,NPL,2020-05-20,92.59,NP,2020-05-20,-71,-57,-46,-63,-61,22
NPL,NP,62,516,2020-05-21,NPL,2020-05-21,92.59,NP,2020-05-21,-70,-53,-44,-63,-58,23
NPL,NP,68,584,2020-05-22,NPL,2020-05-22,92.59,NP,2020-05-22,-71,-53,-46,-62,-58,23
NPL,NP,19,603,2020-05-23,NPL,2020-05-23,92.59,NP,2020-05-23,-70,-55,-49,-63,-36,18
NPL,NP,79,682,2020-05-24,NPL,2020-05-24,92.59,NP,2020-05-24,-69,-52,-45,-62,-55,21
NPL,NP,90,772,2020-05-25,NPL,2020-05-25,92.59,NP,2020-05-25,-70,-55,-44,-62,-62,20
NPL,NP,114,886,2020-05-26,NPL,2020-05-26,92.59,NP,2020-05-26,-68,-54,-44,-61,-57,18
NPL,NP,156,1042,2020-05-27,NPL,2020-05-27,92.59,NP,2020-05-27,-68,-53,-44,-60,-57,18
NPL,NP,170,1212,2020-05-28,NPL,2020-05-28,92.59,NP,2020-05-28,-65,-48,-39,-58,-52,20
NPL,NP,189,1401,2020-05-29,NPL,2020-05-29,92.59,NP,2020-05-29,-67,-49,-41,-58,-52,21
NPL,NP,171,1572,2020-05-30,NPL,2020-05-30,92.59,NP,2020-05-30,-66,-50,-44,-59,-29,16
NPL,NP,0,1572,2020-05-31,NPL,2020-05-31,92.59,NP,2020-05-31,-63,-46,-40,-57,-48,19
NPL,NP,239,1811,2020-06-01,NPL,2020-06-01,92.59,NP,2020-06-01,-63,-45,-37,-55,-51,19
NPL,NP,288,2099,2020-06-02,NPL,2020-06-02,92.59,NP,2020-06-02,-62,-42,-35,-54,-49,18
NPL,NP,201,2300,2020-06-03,NPL,2020-06-03,92.59,NP,2020-06-03,-61,-42,-36,-53,-49,18
NPL,NP,334,2634,2020-06-04,NPL,2020-06-04,92.59,NP,2020-06-04,-60,-41,-35,-52,-45,18
NPL,NP,278,2912,2020-06-05,NPL,2020-06-05,92.59,NP,2020-06-05,-66,-49,-43,-60,-49,21
NPL,NP,323,3235,2020-06-06,NPL,2020-06-06,92.59,NP,2020-06-06,-63,-46,-42,-57,-24,16
NPL,NP,213,3448,2020-06-07,NPL,2020-06-07,92.59,NP,2020-06-07,-55,-34,-32,-48,-39,17
NPL,NP,314,3762,2020-06-08,NPL,2020-06-08,92.59,NP,2020-06-08,-55,-34,-32,-48,-41,16
NPL,NP,323,4085,2020-06-09,NPL,2020-06-09,92.59,NP,2020-06-09,-57,-37,-32,-50,-42,16
NPL,NP,279,4364,2020-06-10,NPL,2020-06-10,92.59,NP,2020-06-10,-56,-37,-33,-49,-43,15
NPL,NP,250,4614,2020-06-11,NPL,2020-06-11,92.59,NP,2020-06-11,-52,-32,-29,-48,-38,16
NPL,NP,448,5062,2020-06-12,NPL,2020-06-12,92.59,NP,2020-06-12,-51,-30,-29,-46,-37,16
NPL,NP,273,5335,2020-06-13,NPL,2020-06-13,92.59,NP,2020-06-13,-53,-32,-33,-48,-15,12
NPL,NP,425,5760,2020-06-14,NPL,2020-06-14,92.59,NP,2020-06-14,-45,-25,-27,-44,-32,14
NPL,NP,451,6211,2020-06-15,NPL,2020-06-15,92.59,NP,2020-06-15,-45,-25,-28,-44,-33,13
NPL,NP,380,6591,2020-06-16,NPL,2020-06-16,92.59,NP,2020-06-16,-44,-26,-28,-44,-35,13
NPL,NP,586,7177,2020-06-17,NPL,2020-06-17,92.59,NP,2020-06-17,-41,-21,-25,-39,-34,12
NPL,NP,671,7848,2020-06-18,NPL,2020-06-18,92.59,NP,2020-06-18,-44,-26,-28,-43,-32,13
NPL,NP,426,8274,2020-06-19,NPL,2020-06-19,92.59,NP,2020-06-19,-44,-24,-28,-41,-32,13
NPL,NP,331,8605,2020-06-20,NPL,2020-06-20,92.59,NP,2020-06-20,-49,-31,-35,-47,-14,11
NPL,NP,421,9026,2020-06-21,NPL,2020-06-21,92.59,NP,2020-06-21,-46,-31,-32,-46,-34,15
NPL,NP,535,9561,2020-06-22,NPL,2020-06-22,92.59,NP,2020-06-22,-40,-21,-28,-41,-34,13
NPL,NP,538,10099,2020-06-23,NPL,2020-06-23,92.59,NP,2020-06-23,-35,-17,-21,-36,-34,11
NPL,NP,629,10728,2020-06-24,NPL,2020-06-24,92.59,NP,2020-06-24,-37,-18,-25,-36,-32,11
NPL,NP,434,11162,2020-06-25,NPL,2020-06-25,92.59,NP,2020-06-25,-42,-25,-27,-42,-31,13
NPL,NP,593,11755,2020-06-26,NPL,2020-06-26,92.59,NP,2020-06-26,-39,-19,-25,-38,-29,13
NPL,NP,554,12309,2020-06-27,NPL,2020-06-27,92.59,NP,2020-06-27,-42,-23,-28,-39,-11,10
NPL,NP,463,12772,2020-06-28,NPL,2020-06-28,92.59,NP,2020-06-28,-38,-24,-28,-41,-26,12
NPL,NP,476,13248,2020-06-29,NPL,2020-06-29,92.59,NP,2020-06-29,-35,-17,-24,-36,-28,11
NPL,NP,316,13564,2020-06-30,NPL,2020-06-30,92.59,NP,2020-06-30,-32,-16,-21,-35,-29,11
NPL,NP,482,14046,2020-07-01,NPL,2020-07-01,92.59,NP,2020-07-01,-35,-19,-23,-36,-29,10
NPL,NP,473,14519,2020-07-02,NPL,2020-07-02,92.59,NP,2020-07-02,-34,-19,-21,-36,-26,11
NPL,NP,740,15259,2020-07-03,NPL,2020-07-03,92.59,NP,2020-07-03,-35,-15,-23,-35,-26,12
NPL,NP,232,15491,2020-07-04,NPL,2020-07-04,92.59,NP,2020-07-04,-39,-22,-26,-39,-8,10
NPL,NP,293,15784,2020-07-05,NPL,2020-07-05,92.59,NP,2020-07-05,-30,-14,-20,-33,-23,10
NPL,NP,180,15964,2020-07-06,NPL,2020-07-06,92.59,NP,2020-07-06,-32,-16,-23,-34,-27,10
NPL,NP,204,16168,2020-07-07,NPL,2020-07-07,92.59,NP,2020-07-07,-32,-17,-23,-34,-28,11
NPL,NP,255,16423,2020-07-08,NPL,2020-07-08,92.59,NP,2020-07-08,-33,-17,-23,-34,-27,10
NPL,NP,108,16531,2020-07-09,NPL,2020-07-09,92.59,NP,2020-07-09,-36,-23,-27,-38,-24,11
NPL,NP,118,16649,2020-07-10,NPL,2020-07-10,92.59,NP,2020-07-10,-38,-22,-29,-39,-26,13
NPL,NP,70,16719,2020-07-11,NPL,2020-07-11,92.59,NP,2020-07-11,-39,-24,-30,-40,-6,10
NPL,NP,82,16801,2020-07-12,NPL,2020-07-12,92.59,NP,2020-07-12,-31,-16,-24,-34,-21,11
NPL,NP,144,16945,2020-07-13,NPL,2020-07-13,92.59,NP,2020-07-13,-29,-13,-22,-32,-24,10
NPL,NP,116,17061,2020-07-14,NPL,2020-07-14,92.59,NP,2020-07-14,-30,-15,-22,-33,-25,10
NPL,NP,116,17177,2020-07-15,NPL,2020-07-15,92.59,NP,2020-07-15,-28,-14,-23,-30,-24,9
NPL,NP,167,17344,2020-07-16,NPL,2020-07-16,92.59,NP,2020-07-16,-29,-14,-21,-33,-21,10
NPL,NP,101,17445,2020-07-17,NPL,2020-07-17,92.59,NP,2020-07-17,-28,-11,-21,-30,-21,11
NPL,NP,57,17502,2020-07-18,NPL,2020-07-18,92.59,NP,2020-07-18,-34,-17,-27,-35,-7,10
NPL,NP,156,17658,2020-07-19,NPL,2020-07-19,92.59,NP,2020-07-19,-33,-19,-28,-37,-21,12
NPL,NP,186,17844,2020-07-20,NPL,2020-07-20,92.59,NP,2020-07-20,-37,-25,-29,-40,-27,12
NPL,NP,150,17994,2020-07-21,NPL,2020-07-21,77.78,NP,2020-07-21,-30,-17,-23,-36,-27,11
NPL,NP,100,18094,2020-07-22,NPL,2020-07-22,74.07,NP,2020-07-22,-24,-10,-21,-28,-22,9
NPL,NP,147,18241,2020-07-23,NPL,2020-07-23,74.07,NP,2020-07-23,-28,-14,-23,-31,-19,11
NPL,NP,133,18374,2020-07-24,NPL,2020-07-24,78.7,NP,2020-07-24,-25,-7,-20,-27,-19,11
NPL,NP,109,18483,2020-07-25,NPL,2020-07-25,78.7,NP,2020-07-25,-27,-11,-16,-29,-7,9
NPL,NP,130,18613,2020-07-26,NPL,2020-07-26,78.7,NP,2020-07-26,-21,-6,-15,-25,-18,9
NPL,NP,139,18752,2020-07-27,NPL,2020-07-27,78.7,NP,2020-07-27,-24,-9,-16,-26,-23,10
NPL,NP,311,19063,2020-07-28,NPL,2020-07-28,78.7,NP,2020-07-28,-28,-15,-21,-31,-25,11
NPL,NP,210,19273,2020-07-29,NPL,2020-07-29,78.7,NP,2020-07-29,-23,-9,-18,-24,-25,9
NPL,NP,274,19547,2020-07-30,NPL,2020-07-30,78.7,NP,2020-07-30,-24,-10,-17,-27,-21,10
NPL,NP,224,19771,2020-07-31,NPL,2020-07-31,78.7,NP,2020-07-31,-22,-5,-16,-24,-21,10
NPL,NP,315,20086,2020-08-01,NPL,2020-08-01,78.7,NP,2020-08-01,-29,-12,-20,-29,-9,9
NPL,NP,246,20332,2020-08-02,NPL,2020-08-02,78.7,NP,2020-08-02,-21,-4,-15,-25,-20,10
NPL,NP,418,20750,2020-08-03,NPL,2020-08-03,78.7,NP,2020-08-03,-26,-11,-10,-26,-35,10
NPL,NP,259,21009,2020-08-04,NPL,2020-08-04,78.7,NP,2020-08-04,-27,-14,-13,-29,-34,10
NPL,NP,381,21390,2020-08-05,NPL,2020-08-05,78.7,NP,2020-08-05,-27,-13,-21,-28,-26,9
NPL,NP,360,21750,2020-08-06,NPL,2020-08-06,78.7,NP,2020-08-06,-30,-17,-22,-30,-24,11
NPL,NP,464,22214,2020-08-07,NPL,2020-08-07,84.26,NP,2020-08-07,-33,-18,-22,-32,-23,12
NPL,NP,378,22592,2020-08-08,NPL,2020-08-08,84.26,NP,2020-08-08,-39,-24,-27,-37,-11,11
NPL,NP,380,22972,2020-08-09,NPL,2020-08-09,84.26,NP,2020-08-09,-36,-24,-28,-37,-24,13
NPL,NP,338,23310,2020-08-10,NPL,2020-08-10,84.26,NP,2020-08-10,-33,-20,-22,-34,-28,13
NPL,NP,638,23948,2020-08-11,NPL,2020-08-11,90.74,NP,2020-08-11,-39,-27,-28,-39,-32,13
NPL,NP,484,24432,2020-08-12,NPL,2020-08-12,90.74,NP,2020-08-12,-37,-23,-27,-37,-32,13
NPL,NP,525,24957,2020-08-13,NPL,2020-08-13,90.74,NP,2020-08-13,-37,-21,-25,-37,-28,14
NPL,NP,594,25551,2020-08-14,NPL,2020-08-14,90.74,NP,2020-08-14,-43,-25,-30,-39,-30,15
NPL,NP,468,26019,2020-08-15,NPL,2020-08-15,90.74,NP,2020-08-15,-48,-30,-33,-45,-18,13
NPL,NP,641,26660,2020-08-16,NPL,2020-08-16,90.74,NP,2020-08-16,-43,-27,-29,-43,-30,15
NPL,NP,581,27241,2020-08-17,NPL,2020-08-17,90.74,NP,2020-08-17,-44,-25,-30,-44,-36,16
NPL,NP,1016,28257,2020-08-18,NPL,2020-08-18,90.74,NP,2020-08-18,-45,-24,-31,-47,-37,16
NPL,NP,681,28938,2020-08-19,NPL,2020-08-19,85.19,NP,2020-08-19,-38,-11,-24,-40,-38,13
NPL,NP,707,29645,2020-08-20,NPL,2020-08-20,85.19,NP,2020-08-20,-63,-49,-43,-60,-56,20
NPL,NP,838,30483,2020-08-21,NPL,2020-08-21,82.41,NP,2020-08-21,-65,-51,-43,-62,-60,22
NPL,NP,634,31117,2020-08-22,NPL,2020-08-22,82.41,NP,2020-08-22,-65,-52,-47,-64,-38,18
NPL,NP,818,31935,2020-08-23,NPL,2020-08-23,82.41,NP,2020-08-23,-64,-51,-44,-63,-55,22
NPL,NP,743,32678,2020-08-24,NPL,2020-08-24,82.41,NP,2020-08-24,-61,-48,-41,-61,-56,22
NPL,NP,855,33533,2020-08-25,NPL,2020-08-25,82.41,NP,2020-08-25,-59,-47,-40,-61,-57,22
NPL,NP,885,34418,2020-08-26,NPL,2020-08-26,82.41,NP,2020-08-26,-58,-45,-40,-60,-56,21
NPL,NP,1111,35529,2020-08-27,NPL,2020-08-27,82.41,NP,2020-08-27,-55,-42,-36,-58,-53,21
NPL,NP,927,36456,2020-08-28,NPL,2020-08-28,82.41,NP,2020-08-28,-55,-41,-36,-59,-53,22
NPL,NP,884,37340,2020-08-29,NPL,2020-08-29,82.41,NP,2020-08-29,-53,-41,-38,-60,-33,18
NPL,NP,1221,38561,2020-08-30,NPL,2020-08-30,82.41,NP,2020-08-30,-49,-36,-34,-58,-48,21
NPL,NP,899,39460,2020-08-31,NPL,2020-08-31,82.41,NP,2020-08-31,-48,-36,-31,-57,-51,20
NPL,NP,1069,40529,2020-09-01,NPL,2020-09-01,82.41,NP,2020-09-01,-47,-37,-32,-58,-54,20
NPL,NP,1120,41649,2020-09-02,NPL,2020-09-02,76.85,NP,2020-09-02,-44,-33,-29,-56,-51,19
NPL,NP,1228,42877,2020-09-03,NPL,2020-09-03,76.85,NP,2020-09-03,-41,-30,-26,-55,-47,19
NPL,NP,1359,44236,2020-09-04,NPL,2020-09-04,76.85,NP,2020-09-04,-44,-33,-29,-55,-49,20
NPL,NP,1041,45277,2020-09-05,NPL,2020-09-05,76.85,NP,2020-09-05,-42,-29,-29,-55,-29,16
NPL,NP,980,46257,2020-09-06,NPL,2020-09-06,74.07,NP,2020-09-06,-35,-22,-24,-52,-42,18
NPL,NP,979,47236,2020-09-07,NPL,2020-09-07,74.07,NP,2020-09-07,-32,-20,-20,-50,-44,17
NPL,NP,902,48138,2020-09-08,NPL,2020-09-08,74.07,NP,2020-09-08,-29,-18,-18,-49,-45,17
NPL,NP,1081,49219,2020-09-09,NPL,2020-09-09,74.07,NP,2020-09-09,-25,-14,-15,-50,-44,15
NPL,NP,1246,50465,2020-09-10,NPL,2020-09-10,74.07,NP,2020-09-10,-9,1,-1,-46,-35,14
NPL,NP,1454,51919,2020-09-11,NPL,2020-09-11,74.07,NP,2020-09-11,-9,4,-2,-44,-34,14
PAN,PA,,,2020-02-15,PAN,2020-02-15,8.33,PA,2020-02-15,12.5,12.5,11.5,10.5,5,-3
PAN,PA,,,2020-02-16,PAN,2020-02-16,8.33,PA,2020-02-16,12.5,13.5,5,10.5,4,-1
PAN,PA,,,2020-02-17,PAN,2020-02-17,8.33,PA,2020-02-17,4.5,5.5,-0.5,5.5,4.5,-1
PAN,PA,,,2020-02-18,PAN,2020-02-18,8.33,PA,2020-02-18,3,2.5,3,3.5,3,-1
PAN,PA,,,2020-02-19,PAN,2020-02-19,8.33,PA,2020-02-19,1,2,-2,4.5,4,-0.5
PAN,PA,,,2020-02-20,PAN,2020-02-20,8.33,PA,2020-02-20,6,6.5,-1.5,4,3.5,-2
PAN,PA,,,2020-02-21,PAN,2020-02-21,8.33,PA,2020-02-21,2.5,9.5,2.5,6.5,1,-1.5
PAN,PA,,,2020-02-22,PAN,2020-02-22,8.33,PA,2020-02-22,-13.5,-1.5,-4,-12,-15.5,-0.5
PAN,PA,,,2020-02-23,PAN,2020-02-23,8.33,PA,2020-02-23,-19,-12,8.5,-16.5,-11,-1
PAN,PA,,,2020-02-24,PAN,2020-02-24,8.33,PA,2020-02-24,-32,-21.5,17.5,-39.5,-66.5,11.5
PAN,PA,,,2020-02-25,PAN,2020-02-25,8.33,PA,2020-02-25,-42.5,-26.5,11.5,-42.5,-75,14
PAN,PA,,,2020-02-26,PAN,2020-02-26,8.33,PA,2020-02-26,-19,-11.5,-19.5,-23,-34.5,8
PAN,PA,,,2020-02-27,PAN,2020-02-27,8.33,PA,2020-02-27,0,3.5,-7,-4,-2,0.5
PAN,PA,,,2020-02-28,PAN,2020-02-28,8.33,PA,2020-02-28,5.5,7.5,-5,3.5,0.5,0
PAN,PA,,,2020-02-29,PAN,2020-02-29,8.33,PA,2020-02-29,16,15.5,-5.5,9.5,5,-1.5
PAN,PA,,,2020-03-01,PAN,2020-03-01,8.33,PA,2020-03-01,17,21.5,-9.5,11,6.5,1
PAN,PA,,,2020-03-02,PAN,2020-03-02,8.33,PA,2020-03-02,4,11,-3.5,5.5,5.5,-2
PAN,PA,,,2020-03-03,PAN,2020-03-03,8.33,PA,2020-03-03,2,10,0.5,5.5,5,-1
PAN,PA,,,2020-03-04,PAN,2020-03-04,8.33,PA,2020-03-04,-3,4,-1.5,5,6.5,0
PAN,PA,,,2020-03-05,PAN,2020-03-05,8.33,PA,2020-03-05,0,4.5,-0.5,3.5,6.5,0
PAN,PA,,,2020-03-06,PAN,2020-03-06,8.33,PA,2020-03-06,0,0.5,3.5,5.5,8.5,-1
PAN,PA,,,2020-03-07,PAN,2020-03-07,8.33,PA,2020-03-07,4,6,-4,3,5,2
PAN,PA,,,2020-03-08,PAN,2020-03-08,8.33,PA,2020-03-08,3,10.5,-4,2.5,3,3
PAN,PA,5,5,2020-03-09,PAN,2020-03-09,8.33,PA,2020-03-09,-4,4.5,-3,0.5,6.5,0
PAN,PA,7,12,2020-03-10,PAN,2020-03-10,8.33,PA,2020-03-10,-5,16,-6,-1.5,4,0
PAN,PA,2,14,2020-03-11,PAN,2020-03-11,8.33,PA,2020-03-11,-17.5,9,-18,-12.5,-1,6
