iso_3166_1_alpha_3,iso_3166_1_alpha_2,new_confirmed,cumulative_confirmed,date,alpha_3_code,ptdate,stringency_index,country_region_code,mobilitydate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ARE,AE,1,13,2020-02-15,ARE,2020-02-15,2.78,AE,2020-02-15,0.625,4.125,5.1428571428571423,2.833333333333333,2.8750000000000004,0.625
ARE,AE,0,13,2020-02-16,ARE,2020-02-16,2.78,AE,2020-02-16,-0.25,3,2.5714285714285716,3.166666666666667,2.375,1.125
ARE,AE,0,13,2020-02-17,ARE,2020-02-17,2.78,AE,2020-02-17,-2,0.49999999999999994,2.2857142857142856,3,2.25,1
ARE,AE,0,13,2020-02-18,ARE,2020-02-18,2.78,AE,2020-02-18,-2.125,1,3.1428571428571423,1.8333333333333335,2.5,1
ARE,AE,0,13,2020-02-19,ARE,2020-02-19,2.78,AE,2020-02-19,-2.25,-0.62500000000000011,3.8571428571428572,-0.5,2.25,0.875
ARE,AE,2,15,2020-02-20,ARE,2020-02-20,2.78,AE,2020-02-20,-2.6250000000000004,-0.12500000000000006,5.7142857142857144,0.33333333333333337,1.3750000000000002,1.125
ARE,AE,2,17,2020-02-21,ARE,2020-02-21,2.78,AE,2020-02-21,-1.7499999999999998,0.875,6.1428571428571423,2.833333333333333,0,1.2857142857142856
ARE,AE,0,17,2020-02-22,ARE,2020-02-22,2.78,AE,2020-02-22,-2,1.5,5.7142857142857144,-0.49999999999999978,4,1.125
ARE,AE,0,17,2020-02-23,ARE,2020-02-23,2.78,AE,2020-02-23,-1.75,0.74999999999999978,4.5714285714285712,1.3333333333333333,3.625,1.125
ARE,AE,0,17,2020-02-24,ARE,2020-02-24,8.33,AE,2020-02-24,-3.5000000000000004,-0.25000000000000006,3.1428571428571428,0.33333333333333331,3.75,1.125
ARE,AE,0,17,2020-02-25,ARE,2020-02-25,8.33,AE,2020-02-25,-3.125,0.875,3.8571428571428572,-1.6666666666666667,3.2499999999999996,1.125
ARE,AE,6,23,2020-02-26,ARE,2020-02-26,8.33,AE,2020-02-26,-2.625,0.12500000000000003,-1.5714285714285714,-1.3333333333333333,2.625,1.125
ARE,AE,0,23,2020-02-27,ARE,2020-02-27,8.33,AE,2020-02-27,0.125,3.375,-1.4285714285714286,-1.6666666666666665,2.1250000000000004,1.125
ARE,AE,0,23,2020-02-28,ARE,2020-02-28,8.33,AE,2020-02-28,1.375,3.125,3.1428571428571432,0.66666666666666674,1.25,1
ARE,AE,2,25,2020-02-29,ARE,2020-02-29,8.33,AE,2020-02-29,2.5000000000000004,6.875,0.28571428571428581,1.1666666666666667,4.6249999999999991,0.25
ARE,AE,0,25,2020-03-01,ARE,2020-03-01,15.74,AE,2020-03-01,3.375,8.625,2.5714285714285712,3.166666666666667,4,0.875
ARE,AE,6,31,2020-03-02,ARE,2020-03-02,15.74,AE,2020-03-02,1.375,6.75,1.5714285714285714,-5.5511151231257827e-17,4.125,0.875
ARE,AE,0,31,2020-03-03,ARE,2020-03-03,15.74,AE,2020-03-03,0.5,5.125,0,-0.16666666666666663,3.75,1.125
ARE,AE,0,31,2020-03-04,ARE,2020-03-04,15.74,AE,2020-03-04,-0.25,5.75,-0.5714285714285714,-0.33333333333333337,3,1.8749999999999998
ARE,AE,18,49,2020-03-05,ARE,2020-03-05,15.74,AE,2020-03-05,-1.625,5.9999999999999991,-2,-1.4999999999999998,3.3750000000000004,2.375
ARE,AE,0,49,2020-03-06,ARE,2020-03-06,15.74,AE,2020-03-06,-3.7500000000000009,5.125,-4.5714285714285712,-1.1666666666666665,0.625,3
ARE,AE,0,49,2020-03-07,ARE,2020-03-07,15.74,AE,2020-03-07,-0.12499999999999989,5.625,3.4285714285714284,-1.3333333333333333,4.375,1.875
ARE,AE,14,63,2020-03-08,ARE,2020-03-08,21.3,AE,2020-03-08,1.75,6.5,8.7142857142857153,-3.833333333333333,-1.75,2.7499999999999996
ARE,AE,15,78,2020-03-09,ARE,2020-03-09,21.3,AE,2020-03-09,-1.25,4.875,7,-4,-2.25,3.3750000000000004
ARE,AE,0,78,2020-03-10,ARE,2020-03-10,21.3,AE,2020-03-10,-1.875,5.875,6.5714285714285712,-3.9999999999999996,-2.75,4
ARE,AE,11,89,2020-03-11,ARE,2020-03-11,32.41,AE,2020-03-11,-1.1249999999999998,5.5,5.0000000000000009,-6.1666666666666661,-3.125,3.8749999999999996
ARE,AE,0,89,2020-03-12,ARE,2020-03-12,32.41,AE,2020-03-12,-5.375,5,-0.99999999999999989,-9.5,-3.25,5
ARE,AE,0,89,2020-03-13,ARE,2020-03-13,34.26,AE,2020-03-13,-10.375,2.875,-7.4285714285714279,-11.833333333333332,-0.5,5
ARE,AE,13,102,2020-03-14,ARE,2020-03-14,34.26,AE,2020-03-14,-7.375,4,-4.4285714285714288,-12.166666666666666,2.625,3.625
ARE,AE,0,102,2020-03-15,ARE,2020-03-15,34.26,AE,2020-03-15,-4.125,8.5,-4,-9.3333333333333321,-3.375,4.7499999999999991
ARE,AE,0,102,2020-03-16,ARE,2020-03-16,45.37,AE,2020-03-16,-8.125,6.5,-7.2857142857142856,-10.666666666666668,-5.5,5.6249999999999991
ARE,AE,15,117,2020-03-17,ARE,2020-03-17,45.37,AE,2020-03-17,-12.375,4.25,-10.714285714285714,-15.666666666666668,-7,6.625
ARE,AE,23,140,2020-03-18,ARE,2020-03-18,45.37,AE,2020-03-18,-15,0.5,-12.571428571428571,-20.166666666666664,-8.8750000000000018,7.875
ARE,AE,0,140,2020-03-19,ARE,2020-03-19,45.37,AE,2020-03-19,-20.5,-2.8750000000000004,-20.285714285714288,-27.666666666666668,-9.6250000000000018,10.125
ARE,AE,13,153,2020-03-20,ARE,2020-03-20,45.37,AE,2020-03-20,-30.875,-11.125,-39,-37.833333333333336,-9.875,10.571428571428571
ARE,AE,0,153,2020-03-21,ARE,2020-03-21,45.37,AE,2020-03-21,-25.875,-10.625,-29.142857142857142,-36.666666666666671,-5.1250000000000009,9.1428571428571423
ARE,AE,45,198,2020-03-22,ARE,2020-03-22,45.37,AE,2020-03-22,-27.875,-14.375,-30.428571428571427,-41.333333333333336,-14.125,11.749999999999998
ARE,AE,50,248,2020-03-23,ARE,2020-03-23,62.04,AE,2020-03-23,-21.125,11.75,-33.571428571428569,-39.333333333333336,-16.75,11.75
ARE,AE,85,333,2020-03-24,ARE,2020-03-24,62.04,AE,2020-03-24,-33,-5.875,-37.857142857142854,-45.5,-22.75,14.750000000000002
ARE,AE,0,333,2020-03-25,ARE,2020-03-25,70.37,AE,2020-03-25,-42.5,-17.25,-41.428571428571431,-54.166666666666664,-28.5,18
ARE,AE,0,333,2020-03-26,ARE,2020-03-26,73.15,AE,2020-03-26,-48.5,-15.5,-51,-61.5,-33.250000000000007,22.375
ARE,AE,135,468,2020-03-27,ARE,2020-03-27,84.26,AE,2020-03-27,-75.75,-59.125,-77.142857142857139,-81.5,-46.375000000000007,23.833333333333336
ARE,AE,0,468,2020-03-28,ARE,2020-03-28,84.26,AE,2020-03-28,-65.874999999999986,-44.750000000000007,-60.857142857142854,-73.666666666666671,-50.125,25.714285714285712
ARE,AE,143,611,2020-03-29,ARE,2020-03-29,84.26,AE,2020-03-29,-49,-25,-45.857142857142854,-63.333333333333336,-37.5,22.571428571428573
ARE,AE,53,664,2020-03-30,ARE,2020-03-30,84.26,AE,2020-03-30,-49.875,-26.125,-46.714285714285715,-64,-38.375,22
ARE,AE,0,664,2020-03-31,ARE,2020-03-31,84.26,AE,2020-03-31,-48.75,-24.375,-44.857142857142854,-63.166666666666664,-38.125,21.857142857142858
ARE,AE,150,814,2020-04-01,ARE,2020-04-01,84.26,AE,2020-04-01,-48.000000000000007,-23.125,-46.142857142857146,-63,-39,22.142857142857142
ARE,AE,210,1024,2020-04-02,ARE,2020-04-02,84.26,AE,2020-04-02,-50.875,-24.25,-51.714285714285715,-67.833333333333343,-39.25,25.285714285714288
ARE,AE,481,1505,2020-04-03,ARE,2020-04-03,84.26,AE,2020-04-03,-62,-37.75,-71.428571428571431,-73.833333333333329,-37.375,20.142857142857142
ARE,AE,0,1505,2020-04-04,ARE,2020-04-04,89.81,AE,2020-04-04,-50.125,-24.5,-51.571428571428569,-66.5,-29.25,18.571428571428569
ARE,AE,571,2076,2020-04-05,ARE,2020-04-05,89.81,AE,2020-04-05,-48.75,-22.875,-47.714285714285715,-69.166666666666671,-45.125,25.857142857142858
ARE,AE,0,2076,2020-04-06,ARE,2020-04-06,89.81,AE,2020-04-06,-51.625,-25.625,-48.857142857142861,-68.333333333333343,-45,25.857142857142858
ARE,AE,583,2659,2020-04-07,ARE,2020-04-07,89.81,AE,2020-04-07,-51.625,-24.250000000000004,-64.714285714285722,-66.833333333333329,-44.75,25.571428571428569
ARE,AE,0,2659,2020-04-08,ARE,2020-04-08,89.81,AE,2020-04-08,-52.125,-25.125000000000004,-65.714285714285708,-68,-44.875,25.857142857142858
ARE,AE,331,2990,2020-04-09,ARE,2020-04-09,89.81,AE,2020-04-09,-54.375,-27.375,-69,-69.666666666666657,-45.5,28.714285714285715
ARE,AE,746,3736,2020-04-10,ARE,2020-04-10,89.81,AE,2020-04-10,-65,-40.999999999999993,-82.000000000000014,-77.166666666666657,-40.749999999999993,21.571428571428569
ARE,AE,0,3736,2020-04-11,ARE,2020-04-11,89.81,AE,2020-04-11,-52.625,-26.375000000000004,-69.571428571428569,-69.5,-35.125,21.142857142857142
ARE,AE,387,4123,2020-04-12,ARE,2020-04-12,89.81,AE,2020-04-12,-49.375,-23.25,-65,-67.833333333333329,-45.124999999999993,25.571428571428569
ARE,AE,398,4521,2020-04-13,ARE,2020-04-13,89.81,AE,2020-04-13,-50.5,-24.375,-64.571428571428569,-65.666666666666671,-44.75,25.714285714285715
ARE,AE,412,4933,2020-04-14,ARE,2020-04-14,89.81,AE,2020-04-14,-51.125,-25.75,-65,-67.166666666666671,-44.875,25.857142857142858
ARE,AE,432,5365,2020-04-15,ARE,2020-04-15,89.81,AE,2020-04-15,-51.125,-27.250000000000004,-65.714285714285708,-66.833333333333329,-45.375,26.428571428571427
ARE,AE,460,5825,2020-04-16,ARE,2020-04-16,89.81,AE,2020-04-16,-53,-27.125,-68,-69.333333333333343,-45.125000000000007,29.285714285714285
ARE,AE,477,6302,2020-04-17,ARE,2020-04-17,87.04,AE,2020-04-17,-63.624999999999993,-40.375000000000007,-80.571428571428569,-76.5,-37.875,21
ARE,AE,479,6781,2020-04-18,ARE,2020-04-18,87.04,AE,2020-04-18,-53.875,-31.5,-70.857142857142847,-60,-34.375,21.142857142857142
ARE,AE,484,7265,2020-04-19,ARE,2020-04-19,87.04,AE,2020-04-19,-49.625,-28.25,-64.857142857142847,-60.857142857142854,-43.75,25.571428571428569
ARE,AE,490,7755,2020-04-20,ARE,2020-04-20,87.04,AE,2020-04-20,-51,-29.5,-65.428571428571431,-60.428571428571431,-44.375,25.571428571428569
ARE,AE,483,8238,2020-04-21,ARE,2020-04-21,87.04,AE,2020-04-21,-50.999999999999993,-28.25,-65.714285714285708,-59.857142857142861,-44.25,25.428571428571427
ARE,AE,518,8756,2020-04-22,ARE,2020-04-22,87.04,AE,2020-04-22,-49.25,-25.375,-66,-59.714285714285715,-44.625,25.428571428571427
ARE,AE,525,9281,2020-04-23,ARE,2020-04-23,87.04,AE,2020-04-23,-50.125,-22.874999999999996,-69.571428571428569,-59,-44.375,28
ARE,AE,0,9281,2020-04-24,ARE,2020-04-24,87.04,AE,2020-04-24,-64.625,-37.25,-82.857142857142847,-79.4,-39.375,22.285714285714285
ARE,AE,1068,10349,2020-04-25,ARE,2020-04-25,87.04,AE,2020-04-25,-54.625,-29.125,-71.285714285714278,-60.571428571428577,-33.75,23
ARE,AE,0,10349,2020-04-26,ARE,2020-04-26,87.04,AE,2020-04-26,-49.375,-24.75,-66,-59.428571428571431,-41.875,26.857142857142858
ARE,AE,1031,11380,2020-04-27,ARE,2020-04-27,87.04,AE,2020-04-27,-50.125,-24.875,-66.571428571428569,-59,-41.750000000000007,26.714285714285715
ARE,AE,0,11380,2020-04-28,ARE,2020-04-28,87.04,AE,2020-04-28,-48.5,-23,-65.428571428571431,-56.571428571428577,-41,25
ARE,AE,1101,12481,2020-04-29,ARE,2020-04-29,81.48,AE,2020-04-29,-47.5,-22,-65.571428571428569,-56.285714285714285,-40.75,26.428571428571427
ARE,AE,557,13038,2020-04-30,ARE,2020-04-30,81.48,AE,2020-04-30,-50.625,-24.125,-65.857142857142861,-56.142857142857146,-40.249999999999993,28.571428571428573
ARE,AE,0,13038,2020-05-01,ARE,2020-05-01,81.48,AE,2020-05-01,-59.5,-34.625,-79.571428571428569,-75.6,-34.125,20.571428571428569
ARE,AE,1125,14163,2020-05-02,ARE,2020-05-02,77.78,AE,2020-05-02,-48.5,-23.625,-65.428571428571431,-54.285714285714285,-29.25,20.428571428571427
ARE,AE,0,14163,2020-05-03,ARE,2020-05-03,77.78,AE,2020-05-03,-44.374999999999993,-19.75,-61.142857142857146,-56,-38.5,24.571428571428573
ARE,AE,1029,15192,2020-05-04,ARE,2020-05-04,77.78,AE,2020-05-04,-45.75,-21,-60.714285714285715,-53.857142857142854,-38.875,24.714285714285715
ARE,AE,0,15192,2020-05-05,ARE,2020-05-05,77.78,AE,2020-05-05,-46.125000000000007,-20.499999999999996,-61.714285714285715,-55.285714285714285,-38.625,24.428571428571427
ARE,AE,1048,16240,2020-05-06,ARE,2020-05-06,75.93,AE,2020-05-06,-43.75,-17,-60.857142857142861,-54,-38.125,25
ARE,AE,553,16793,2020-05-07,ARE,2020-05-07,75.93,AE,2020-05-07,-46.75,-20.75,-64.428571428571431,-54.857142857142854,-37.875,27.714285714285712
ARE,AE,0,16793,2020-05-08,ARE,2020-05-08,75.93,AE,2020-05-08,-57.25,-33.625,-77.571428571428569,-63,-30.875,20
ARE,AE,1405,18198,2020-05-09,ARE,2020-05-09,75.93,AE,2020-05-09,-46.25,-21.625,-62.857142857142854,-55.000000000000007,-25.500000000000004,20
ARE,AE,0,18198,2020-05-10,ARE,2020-05-10,75.93,AE,2020-05-10,-42.499999999999993,-16.75,-58.999999999999993,-51,-36,24.428571428571427
ARE,AE,1463,19661,2020-05-11,ARE,2020-05-11,75.93,AE,2020-05-11,-44.75,-18.875,-59.857142857142854,-55,-36.875,25
ARE,AE,0,19661,2020-05-12,ARE,2020-05-12,75.93,AE,2020-05-12,-44.249999999999993,-17.625,-59.857142857142861,-51.428571428571431,-36.625,25.142857142857142
ARE,AE,1423,21084,2020-05-13,ARE,2020-05-13,75.93,AE,2020-05-13,-44.875,-18.875,-60.285714285714285,-54.571428571428569,-37.75,25.285714285714288
ARE,AE,747,21831,2020-05-14,ARE,2020-05-14,74.07,AE,2020-05-14,-46.875,-19.25,-62.571428571428577,-55.142857142857139,-37.125,26.714285714285712
ARE,AE,0,21831,2020-05-15,ARE,2020-05-15,74.07,AE,2020-05-15,-55.875,-30.875,-75.571428571428584,-61.428571428571431,-28.125,19.714285714285715
ARE,AE,1527,23358,2020-05-16,ARE,2020-05-16,74.07,AE,2020-05-16,-44.499999999999993,-18.25,-62.285714285714285,-54.571428571428569,-24.25,19.857142857142858
ARE,AE,0,23358,2020-05-17,ARE,2020-05-17,74.07,AE,2020-05-17,-41.125,-14,-57.428571428571431,-51.142857142857146,-35.5,24.285714285714288
ARE,AE,1705,25063,2020-05-18,ARE,2020-05-18,72.22,AE,2020-05-18,-41.625,-16,-58.428571428571431,-53.666666666666671,-36.375,24.428571428571427
ARE,AE,0,25063,2020-05-19,ARE,2020-05-19,72.22,AE,2020-05-19,-41.875,-16,-57.999999999999993,-50.428571428571431,-36.375,24.428571428571427
ARE,AE,941,26004,2020-05-20,ARE,2020-05-20,72.22,AE,2020-05-20,-47.5,-21.25,-61.428571428571431,-55.142857142857139,-38.75,26.142857142857146
ARE,AE,894,26898,2020-05-21,ARE,2020-05-21,72.22,AE,2020-05-21,-47.25,-19.625,-64.571428571428569,-55,-37.375,28.142857142857146
ARE,AE,994,27892,2020-05-22,ARE,2020-05-22,72.22,AE,2020-05-22,-52.375,-24.375,-77.285714285714292,-61.285714285714285,-26.625,19.714285714285715
ARE,AE,812,28704,2020-05-23,ARE,2020-05-23,72.22,AE,2020-05-23,-44,-13.25,-66.428571428571431,-56.714285714285715,-42.5,23.857142857142858
ARE,AE,781,29485,2020-05-24,ARE,2020-05-24,72.22,AE,2020-05-24,-49.75,-29.25,-52.714285714285715,-61.428571428571423,-72.375,33.142857142857146
ARE,AE,822,30307,2020-05-25,ARE,2020-05-25,72.22,AE,2020-05-25,-44.25,-20.5,-51.142857142857146,-63.333333333333336,-69.124999999999986,31.142857142857142
ARE,AE,779,31086,2020-05-26,ARE,2020-05-26,72.22,AE,2020-05-26,-42.625,-20.499999999999996,-55.428571428571423,-55,-57.5,28
ARE,AE,883,31969,2020-05-27,ARE,2020-05-27,72.22,AE,2020-05-27,-39.875,-17.875,-56.428571428571423,-50.714285714285715,-32.875,21.125000000000004
ARE,AE,563,32532,2020-05-28,ARE,2020-05-28,72.22,AE,2020-05-28,-41.875,-19.875,-59,-52.285714285714285,-32.125,23.571428571428569
ARE,AE,638,33170,2020-05-29,ARE,2020-05-29,72.22,AE,2020-05-29,-50.375,-28.625,-69.571428571428569,-58,-23.500000000000004,18.142857142857142
ARE,AE,726,33896,2020-05-30,ARE,2020-05-30,72.22,AE,2020-05-30,-34.875,-14,-54.714285714285715,-48,-15.5,15
ARE,AE,661,34557,2020-05-31,ARE,2020-05-31,72.22,AE,2020-05-31,-28.875,-7.125,-49.428571428571431,-45.285714285714285,-27.125,17.875
ARE,AE,635,35192,2020-06-01,ARE,2020-06-01,72.22,AE,2020-06-01,-30.375,-7.8749999999999991,-48.714285714285715,-46,-26.875,17.625
ARE,AE,596,35788,2020-06-02,ARE,2020-06-02,72.22,AE,2020-06-02,-31.249999999999996,-8.5,-48.571428571428569,-43.428571428571431,-27.25,18.625
ARE,AE,571,36359,2020-06-03,ARE,2020-06-03,72.22,AE,2020-06-03,-31.125,-10,-48.428571428571431,-43.714285714285715,-27.625,19.25
ARE,AE,659,37018,2020-06-04,ARE,2020-06-04,72.22,AE,2020-06-04,-34.625,-12.75,-53.142857142857146,-47.142857142857146,-26.125,21.125000000000004
ARE,AE,624,37642,2020-06-05,ARE,2020-06-05,72.22,AE,2020-06-05,-42.624999999999993,-21.75,-64.428571428571431,-57.833333333333336,-20.125,16.571428571428573
ARE,AE,626,38268,2020-06-06,ARE,2020-06-06,72.22,AE,2020-06-06,-32.125,-12.25,-52.857142857142854,-48.166666666666664,-14.000000000000002,15.142857142857142
ARE,AE,540,38808,2020-06-07,ARE,2020-06-07,72.22,AE,2020-06-07,-28.375,-7.125,-48.000000000000007,-44.428571428571431,-25.625,17.875
ARE,AE,568,39376,2020-06-08,ARE,2020-06-08,72.22,AE,2020-06-08,-30.625,-10.125,-48.285714285714285,-46.833333333333336,-24.5,18.000000000000004
ARE,AE,528,39904,2020-06-09,ARE,2020-06-09,72.22,AE,2020-06-09,-31.75,-11.5,-49.000000000000007,-43.571428571428569,-25.125,17.875
ARE,AE,603,40507,2020-06-10,ARE,2020-06-10,72.22,AE,2020-06-10,-30.625,-11.125,-48.571428571428577,-44.428571428571423,-25.625,18.375
ARE,AE,479,40986,2020-06-11,ARE,2020-06-11,72.22,AE,2020-06-11,-33.75,-12.25,-52.428571428571423,-46.142857142857146,-24.5,20.5
ARE,AE,513,41499,2020-06-12,ARE,2020-06-12,72.22,AE,2020-06-12,-41.999999999999993,-21.75,-64.142857142857139,-51.857142857142854,-17.25,15.571428571428571
ARE,AE,491,41990,2020-06-13,ARE,2020-06-13,72.22,AE,2020-06-13,-31.375000000000004,-12.125,-52.428571428571423,-47.333333333333336,-11.750000000000002,14.142857142857142
ARE,AE,304,42294,2020-06-14,ARE,2020-06-14,72.22,AE,2020-06-14,-27.125,-7.6249999999999991,-46.999999999999993,-43,-23.249999999999996,17.125
ARE,AE,342,42636,2020-06-15,ARE,2020-06-15,72.22,AE,2020-06-15,-30.125,-10.375000000000002,-47.857142857142854,-44.166666666666664,-22.625,17.25
ARE,AE,346,42982,2020-06-16,ARE,2020-06-16,72.22,AE,2020-06-16,-29.625,-9.25,-45.714285714285715,-41.857142857142854,-22.875,16.875
ARE,AE,382,43364,2020-06-17,ARE,2020-06-17,72.22,AE,2020-06-17,-29.5,-9.75,-47.857142857142854,-34.857142857142861,-23.499999999999996,16.875
ARE,AE,388,43752,2020-06-18,ARE,2020-06-18,72.22,AE,2020-06-18,-33.749999999999993,-13.25,-52,-41.857142857142854,-23.125,18.625
ARE,AE,393,44145,2020-06-19,ARE,2020-06-19,72.22,AE,2020-06-19,-41.125,-21.875,-63.428571428571431,-45.5,-16,15.142857142857142
ARE,AE,388,44533,2020-06-20,ARE,2020-06-20,72.22,AE,2020-06-20,-31.625,-13.75,-51.571428571428569,-39.285714285714292,-11.500000000000002,12.857142857142858
ARE,AE,392,44925,2020-06-21,ARE,2020-06-21,72.22,AE,2020-06-21,-27.375000000000004,-9.75,-46.428571428571431,-40.285714285714285,-23.125,16.25
ARE,AE,378,45303,2020-06-22,ARE,2020-06-22,72.22,AE,2020-06-22,-29.25,-10.75,-44.428571428571423,-37,-22.875,16.25
ARE,AE,380,45683,2020-06-23,ARE,2020-06-23,72.22,AE,2020-06-23,-28,-9.2500000000000018,-44.285714285714292,-34.857142857142854,-22.750000000000004,16
ARE,AE,450,46133,2020-06-24,ARE,2020-06-24,72.22,AE,2020-06-24,-28.625,-10.375,-45,-37.142857142857139,-22.25,16.5
ARE,AE,430,46563,2020-06-25,ARE,2020-06-25,72.22,AE,2020-06-25,-26.75,-8.875,-48.428571428571423,-36.428571428571423,-21.374999999999996,17.25
ARE,AE,410,46973,2020-06-26,ARE,2020-06-26,72.22,AE,2020-06-26,-33.375,-16.5,-58,-39.166666666666671,-13,13.571428571428571
ARE,AE,387,47360,2020-06-27,ARE,2020-06-27,72.22,AE,2020-06-27,-24.749999999999996,-8.375,-48.571428571428569,-33.5,-10.875000000000002,11.571428571428571
ARE,AE,437,47797,2020-06-28,ARE,2020-06-28,72.22,AE,2020-06-28,-21.124999999999996,-4.8750000000000009,-43.571428571428577,-34,-20.375,14.125000000000002
ARE,AE,449,48246,2020-06-29,ARE,2020-06-29,72.22,AE,2020-06-29,-21.625,-5.125,-43.428571428571431,-34.666666666666664,-20.5,14.250000000000002
ARE,AE,421,48667,2020-06-30,ARE,2020-06-30,72.22,AE,2020-06-30,-20.25,-2.375,-39.857142857142854,-42.714285714285715,-19.625,14
ARE,AE,402,49069,2020-07-01,ARE,2020-07-01,72.22,AE,2020-07-01,-19.875,-2.625,-39.142857142857146,-44.714285714285708,-20,13.75
ARE,AE,400,49469,2020-07-02,ARE,2020-07-02,72.22,AE,2020-07-02,-21.25,-3.1250000000000004,-43.142857142857146,-47,-20.625,15.625
ARE,AE,672,50141,2020-07-03,ARE,2020-07-03,52.78,AE,2020-07-03,-28,-11.250000000000002,-54,-54.571428571428569,-11.749999999999998,12.285714285714285
ARE,AE,716,50857,2020-07-04,ARE,2020-07-04,52.78,AE,2020-07-04,-21.5,-5.375,-44.285714285714285,-49.142857142857139,-8.625,10.714285714285715
ARE,AE,683,51540,2020-07-05,ARE,2020-07-05,43.52,AE,2020-07-05,-17.25,-0.25,-38.142857142857146,-47.857142857142854,-19.625,13
ARE,AE,528,52068,2020-07-06,ARE,2020-07-06,43.52,AE,2020-07-06,-19.249999999999996,-1.875,-38.285714285714285,-45.5,-19.375,13.25
ARE,AE,532,52600,2020-07-07,ARE,2020-07-07,43.52,AE,2020-07-07,-19.625000000000004,-0.75,-38.142857142857146,-43,-19.625,13.375
ARE,AE,445,53045,2020-07-08,ARE,2020-07-08,43.52,AE,2020-07-08,-21.125,-5.625,-38.857142857142854,-44.142857142857139,-19.250000000000004,13.25
ARE,AE,532,53577,2020-07-09,ARE,2020-07-09,43.52,AE,2020-07-09,-22.125,-5.3750000000000009,-43.428571428571423,-44.714285714285715,-19.5,14.875
ARE,AE,473,54050,2020-07-10,ARE,2020-07-10,43.52,AE,2020-07-10,-28,-12.25,-54,-53.142857142857146,-10.624999999999998,12
ARE,AE,403,54453,2020-07-11,ARE,2020-07-11,43.52,AE,2020-07-11,-21.125,-5,-43.285714285714285,-47.714285714285715,-8.1250000000000018,10.428571428571429
ARE,AE,401,54854,2020-07-12,ARE,2020-07-12,43.52,AE,2020-07-12,-16.875,-1.6250000000000002,-37,-45.142857142857146,-18.625,12.5
ARE,AE,344,55198,2020-07-13,ARE,2020-07-13,43.52,AE,2020-07-13,-18.875000000000004,-3.5000000000000004,-38.285714285714292,-43,-18.5,12.25
ARE,AE,375,55573,2020-07-14,ARE,2020-07-14,43.52,AE,2020-07-14,-19.625,-4.375,-37.857142857142854,-46.428571428571431,-19.5,12.5
ARE,AE,275,55848,2020-07-15,ARE,2020-07-15,43.52,AE,2020-07-15,-18.75,-5.375,-35.714285714285715,-48.428571428571423,-19.000000000000004,12.625
ARE,AE,281,56129,2020-07-16,ARE,2020-07-16,43.52,AE,2020-07-16,-20.75,-5.625,-41.428571428571431,-49,-18.000000000000004,14
ARE,AE,293,56422,2020-07-17,ARE,2020-07-17,43.52,AE,2020-07-17,-26.875,-13,-51.714285714285715,-58.857142857142854,-9.875,12
ARE,AE,289,56711,2020-07-18,ARE,2020-07-18,43.52,AE,2020-07-18,-20.374999999999996,-7.25,-40.571428571428577,-52.285714285714285,-7.0000000000000009,9.8571428571428577
ARE,AE,211,56922,2020-07-19,ARE,2020-07-19,43.52,AE,2020-07-19,-16.625,-2.625,-34.428571428571423,-47.571428571428569,-17.875,11.75
ARE,AE,271,57193,2020-07-20,ARE,2020-07-20,43.52,AE,2020-07-20,-18.750000000000004,-5.125,-34.857142857142854,-46.142857142857139,-18.25,11.874999999999998
ARE,AE,305,57498,2020-07-21,ARE,2020-07-21,43.52,AE,2020-07-21,-19.500000000000004,-6.625,-36.000000000000007,-48,-19.249999999999996,11.625
ARE,AE,236,57734,2020-07-22,ARE,2020-07-22,43.52,AE,2020-07-22,-19.500000000000004,-7,-36.428571428571423,-47.857142857142861,-18.125,12.25
ARE,AE,254,57988,2020-07-23,ARE,2020-07-23,43.52,AE,2020-07-23,-20.625,-6.5,-40.428571428571423,-48.285714285714285,-17.5,13.5
ARE,AE,261,58249,2020-07-24,ARE,2020-07-24,43.52,AE,2020-07-24,-25.375,-14.375,-50.571428571428569,-56,-8.4999999999999982,11.714285714285715
ARE,AE,313,58562,2020-07-25,ARE,2020-07-25,43.52,AE,2020-07-25,-18,-6.5,-40.428571428571431,-50.285714285714285,-7.5,9.2857142857142865
ARE,AE,351,58913,2020-07-26,ARE,2020-07-26,43.52,AE,2020-07-26,-13.75,-1.5,-34.571428571428569,-46.142857142857146,-18.125,10.875
ARE,AE,264,59177,2020-07-27,ARE,2020-07-27,43.52,AE,2020-07-27,-13.125,-1,-35.857142857142854,-45.5,-18.25,10.625
ARE,AE,369,59546,2020-07-28,ARE,2020-07-28,43.52,AE,2020-07-28,-9.6249999999999982,3.5000000000000004,-36.428571428571431,-43.714285714285715,-18.125,10.25
ARE,AE,375,59921,2020-07-29,ARE,2020-07-29,43.52,AE,2020-07-29,-0.87499999999999911,14.75,-32.571428571428569,-38.428571428571431,-18.624999999999996,8.375
ARE,AE,302,60223,2020-07-30,ARE,2020-07-30,32.41,AE,2020-07-30,-8.75,16.375,-38.857142857142861,-41.285714285714292,-53.625,23.714285714285712
